ID,Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
546742975,Wii Sports,Wii,2006,Sports,Nintendo,Nintendo,E
630722136,Super Mario Bros.,NES,1985,Platform,Nintendo,,
877531749,Mario Kart Wii,Wii,2008,Racing,Nintendo,Nintendo,E
508762588,Wii Sports Resort,Wii,2009,Sports,Nintendo,Nintendo,E
274935314,Pokemon Red/Pokemon Blue,GB,1996,Role-Playing,Nintendo,,
155195871,Tetris,GB,1989,Puzzle,Nintendo,,
186253172,New Super Mario Bros.,DS,2006,Platform,Nintendo,Nintendo,E
207453130,Wii Play,Wii,2006,Misc,Nintendo,Nintendo,E
344713420,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,Nintendo,E
220024335,Duck Hunt,NES,1984,Shooter,Nintendo,,
403608326,Nintendogs,DS,2005,Simulation,Nintendo,,
770612087,Mario Kart DS,DS,2005,Racing,Nintendo,Nintendo,E
283930600,Pokemon Gold/Pokemon Silver,GB,1999,Role-Playing,Nintendo,,
385243928,Wii Fit,Wii,2007,Sports,Nintendo,Nintendo,E
686800503,Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,Good Science Studio,E
237488532,Wii Fit Plus,Wii,2009,Sports,Nintendo,Nintendo,E
414524882,Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,Rockstar North,M
938316644,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,Rockstar North,M
191008099,Super Mario World,SNES,1990,Platform,Nintendo,,
686871809,Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,Nintendo,E
891238101,Pokemon Diamond/Pokemon Pearl,DS,2006,Role-Playing,Nintendo,,
887160573,Super Mario Land,GB,1989,Platform,Nintendo,,
436927099,Super Mario Bros. 3,NES,1988,Platform,Nintendo,,
524450624,Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,Rockstar North,M
978589541,Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,Rockstar North,M
968077864,Pokemon Ruby/Pokemon Sapphire,GBA,2002,Role-Playing,Nintendo,,
265175192,Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,Nintendo,E
124150361,Pokemon Black/Pokemon White,DS,2010,Role-Playing,Nintendo,,
240249320,Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,Polyphony Digital,E
671346551,Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,"Infinity Ward, Sledgehammer Games",M
321343295,Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,,
934855567,Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,,
946476330,Call of Duty: Black Ops,X360,2010,Shooter,Activision,Treyarch,M
252737204,Pokemon X/Pokemon Y,3DS,2013,Role-Playing,Nintendo,,
564449601,Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,Treyarch,M
509893801,Call of Duty: Black Ops II,X360,2012,Shooter,Activision,Treyarch,M
247173584,Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,Infinity Ward,M
771062214,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,"Infinity Ward, Sledgehammer Games",M
533416773,Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,DMA Design,M
818335520,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,Game Arts,T
397302879,Mario Kart 7,3DS,2011,Racing,Nintendo,"Retro Studios, Entertainment Analysis & Development Division",E
608502179,Call of Duty: Black Ops,PS3,2010,Shooter,Activision,Treyarch,M
640891563,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,Rockstar North,M
414159907,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,Nintendo,E
839788130,Halo 3,X360,2007,Shooter,Microsoft Game Studios,"Bungie Software, Bungie",M
693605384,Super Mario 64,N64,1996,Platform,Nintendo,,
277951722,Pokemon HeartGold/Pokemon SoulSilver,DS,2009,Action,Nintendo,,
175930190,Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014,Role-Playing,Nintendo,,
713893282,Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,Polyphony Digital,E
553769429,Super Mario Galaxy,Wii,2007,Platform,Nintendo,Nintendo,E
239309246,Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,Nintendo,,
711995804,Grand Theft Auto IV,X360,2008,Action,Take-Two Interactive,Rockstar North,M
308003490,Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,Polyphony Digital,E
695557152,Super Mario 3D Land,3DS,2011,Platform,Nintendo,Nintendo,E
878613942,Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,Polyphony Digital,E
732790526,Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,Infinity Ward,M
841409122,Super Mario All-Stars,SNES,1993,Platform,Nintendo,,
210350730,Grand Theft Auto IV,PS3,2008,Action,Take-Two Interactive,Rockstar North,M
195600372,Pokemon FireRed/Pokemon LeafGreen,GBA,2004,Role-Playing,Nintendo,,
916639920,Super Mario 64,DS,2004,Platform,Nintendo,,
719436836,Call of Duty: Ghosts,X360,2013,Shooter,Activision,Infinity Ward,M
908888139,Just Dance 3,Wii,2011,Misc,Ubisoft,Ubisoft,E10+
442802796,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,Nintendo,E
572035999,Mario Kart 64,N64,1996,Racing,Nintendo,,
513341337,Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,Bungie,M
803713514,Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,SquareSoft,T
939971065,Halo 4,X360,2012,Shooter,Microsoft Game Studios,343 Industries,M
328421866,Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,Polyphony Digital,T
231815781,Just Dance 2,Wii,2010,Misc,Ubisoft,Ubisoft,E10+
318342466,Call of Duty: Ghosts,PS3,2013,Shooter,Activision,Infinity Ward,M
903189243,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,Infinity Ward,M
720201762,Donkey Kong Country,SNES,1994,Platform,Nintendo,,
940865966,Minecraft,X360,2013,Misc,Microsoft Game Studios,,
218366292,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,Nintendo,E
304654765,Mario Party DS,DS,2007,Misc,Nintendo,Hudson Soft,E
763223295,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
275254763,Super Mario Kart,SNES,1992,Racing,Nintendo,,
487260103,FIFA 16,PS4,2015,Sports,Electronic Arts,EA Sports,E
231151516,Halo 2,XB,2004,Shooter,Microsoft Game Studios,Bungie Software,M
388730060,Wii Party,Wii,2010,Misc,Nintendo,Nd Cube,E
664625887,Mario Party 8,Wii,2007,Misc,Nintendo,Hudson,E
487700809,FIFA Soccer 13,PS3,2012,Action,Electronic Arts,Electronic Arts,E
365641982,GoldenEye 007,N64,1997,Shooter,Nintendo,,
302914247,Pokemon Black 2/Pokemon White 2,DS,2012,Role-Playing,Nintendo,,
148695755,Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,SquareSoft,T
294894733,The Sims 3,PC,2009,Simulation,Electronic Arts,The Sims Studio,T
980061438,Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,,
231748603,Star Wars Battlefront (2015),PS4,2015,Shooter,Electronic Arts,,
346075652,Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,SquareSoft,T
348346068,Pac-Man,2600,1982,Puzzle,Atari,,
529712288,Pokémon Platinum Version,DS,2008,Role-Playing,Nintendo,Game Freak,E
552888390,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,Rockstar Leeds,M
969517141,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,Sledgehammer Games,M
145870496,The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,,
863070523,FIFA 17,PS4,2016,Sports,Electronic Arts,"EA Sports, EA Vancouver",E
864675027,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,Sony Computer Entertainment,,
969775854,Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,,
555179737,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,Nintendo EAD Tokyo,E
418599316,Super Mario Bros. 2,NES,1988,Platform,Nintendo,,
162586604,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,,
951675649,Call of Duty: World at War,X360,2008,Shooter,Activision,Treyarch,M
981654984,Battlefield 3,X360,2011,Shooter,Electronic Arts,EA DICE,M
611722137,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,EA Black Box,E
482512222,Just Dance,Wii,2009,Misc,Ubisoft,Ubisoft Paris,E10+
570129587,Battlefield 3,PS3,2011,Shooter,Electronic Arts,EA DICE,M
719712493,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
349582530,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,Namco,T
386948909,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,Nintendo,T
906245531,Pokemon Sun/Moon,3DS,2016,Role-Playing,Nintendo,,
446706851,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,Naughty Dog,E
296398010,Mario Kart 8,WiiU,2014,Racing,Nintendo,Nintendo,E
374496641,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,HAL Labs,T
654997419,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,,
897039909,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,EA Canada,E
347998851,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,EA LA,T
498061600,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,,
905261884,Just Dance 4,Wii,2012,Misc,Ubisoft,Ubisoft,E10+
232314307,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,Epic Games,M
627360000,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,Naughty Dog,T
531719557,Zumba Fitness,Wii,2010,Sports,505 Games,"Pipeworks Software, Inc.",E
246452025,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,Infinity Ward,M
693067872,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,Naughty Dog,T
457745587,FIFA 12,PS3,2011,Sports,Electronic Arts,,
741397852,Big Brain Academy,DS,2005,Misc,Nintendo,Nintendo,E
201532189,The Legend of Zelda,NES,1986,Action,Nintendo,,
808627430,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,Rockstar San Diego,M
306940970,FIFA 14,PS3,2013,Sports,Electronic Arts,EA Canada,E
816937339,Assassin's Creed III,PS3,2012,Action,Ubisoft,Ubisoft,M
196488931,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,Retro Studios,E
790400929,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,Bungie Software,M
628646094,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
872295402,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,Game Freak,E
784382591,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,SquareSoft,E
877341286,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,,
306173177,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,"Bungie Software, Bungie",M
379389209,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,Rockstar San Diego,M
125179225,Super Mario Sunshine,GC,2002,Platform,Nintendo,Nintendo,E
727109582,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,,
426439585,World of Warcraft,PC,2004,Role-Playing,Activision,Blizzard Entertainment,T
725777559,Driver,PS,1999,Action,GT Interactive,Reflections Interactive,T
194605593,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,Epic Games,M
335858868,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,Rare Ltd.,E10+
926673180,Gears of War,X360,2006,Shooter,Microsoft Game Studios,Epic Games,M
383022776,FIFA 15,PS4,2014,Sports,Electronic Arts,EA Sports,E
520104500,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,KCEJ,M
415831026,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,,
622347099,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,KCEJ,M
403146441,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,Kojima Productions,M
795802382,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,Square Enix,T
651528952,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,Naughty Dog,M
954723097,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,"SCE/WWS, Media Molecule",E
648514530,Resident Evil 2,PS,1998,Action,Virgin Interactive,Capcom,M
655859648,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,Level 5,E10+
472757276,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,Namco,T
459924436,Destiny,PS4,2014,Shooter,Activision,"Bungie Software, Bungie",T
933750104,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,Traveller's Tales,E10+
877152542,Cooking Mama,DS,2006,Simulation,505 Games,Taito Corporation,E
972470779,Tetris,NES,1988,Puzzle,Nintendo,,
175176927,Super Smash Bros.,N64,1999,Fighting,Nintendo,,
714932063,Assassin's Creed II,PS3,2009,Action,Ubisoft,Ubisoft Montreal,M
139134060,Assassin's Creed,X360,2007,Adventure,Ubisoft,Ubisoft Montreal,M
811754297,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,Turn 10,E
244433798,Super Mario Advance,GBA,2001,Platform,Nintendo,Nintendo,E
286431523,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,Capcom,T
821817142,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
511802513,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,Rockstar North,M
691835286,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,Intelligent Systems,E
384987125,Super Mario World,GBA,2001,Platform,Nintendo,,
205072937,Pokemon Stadium,N64,1999,Strategy,Nintendo,,
299339811,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,Traveller's Tales,E
503895933,Call of Duty: World at War,PS3,2008,Shooter,Activision,Treyarch,M
837393883,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,Naughty Dog,T
206021207,Dr. Mario,GB,1989,Puzzle,Nintendo,,
898665052,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,Square Enix,T
394103758,Pokemon Pinball,GB,1999,Misc,Nintendo,,
719374259,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,SquareSoft,T
304536677,Assassin's Creed III,X360,2012,Action,Ubisoft,Ubisoft,M
910930323,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,SquareSoft,T
359387325,Donkey Kong 64,N64,1999,Platform,Nintendo,,
573186353,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,Sledgehammer Games,M
598130425,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,,
417091494,Assassin's Creed II,X360,2009,Action,Ubisoft,Ubisoft Montreal,M
790695627,Tomb Raider II,PS,1997,Action,Eidos Interactive,Core Design Ltd.,T
762706364,Madden NFL 2004,PS2,N/A,Sports,Electronic Arts,EA Tiburon,E
450021974,Tomodachi Life,3DS,2013,Simulation,Nintendo,,
253779994,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,Nintendo,E
627582996,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,Level 5,T
414231790,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,,
608152060,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,Level 5,E
319374949,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,,
202123525,FIFA Soccer 13,X360,2012,Action,Electronic Arts,Electronic Arts,E
451699784,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,,
674075255,Diablo III,PC,2012,Role-Playing,Activision,Blizzard Entertainment,M
287011874,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,EA LA,T
769804268,Kirby's Dream Land,GB,1992,Platform,Nintendo,,
858143328,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,,
981473469,Guitar Hero II,PS2,2006,Misc,RedOctane,Harmonix Music Systems,T
248812042,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,Lionhead Studios,M
415787543,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,,
855145149,Resident Evil 5,PS3,2009,Action,Capcom,Capcom,M
655093951,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,Nintendo,E
888729929,Super Mario Bros.,GB,1999,Platform,Nintendo,,
164824377,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,EA Sports,E
144204382,Resident Evil,PS,1996,Action,Virgin Interactive,Capcom,M
230144300,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,Rockstar Leeds,M
689321144,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,Neversoft Entertainment,T
633467107,Warzone 2100,PS,1999,Strategy,Eidos Interactive,,
174849690,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,,
816999804,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,"Neversoft Entertainment, BudCat",T
217342485,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,Nintendo,T
140498939,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,,
515882500,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
330506472,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,"Naughty Dog, SCE/WWS",T
416493512,Madden NFL 06,PS2,2005,Sports,Electronic Arts,EA Sports,E
733735965,Diddy Kong Racing,N64,1997,Racing,Nintendo,,
270421785,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,,
654107988,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,,
156188775,Dr. Mario,NES,1990,Puzzle,Nintendo,,
338990920,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,Blizzard Entertainment,T
917450638,Assassin's Creed,PS3,2007,Adventure,Ubisoft,Ubisoft Montreal,M
817292416,God of War III,PS3,2010,Action,Sony Computer Entertainment,SCE Santa Monica,M
795725988,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,Naughty Dog,E
866808899,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,TT Fusion,E
181226873,Driver 2,PS,2000,Action,Atari,Reflections Interactive,T
517362486,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
912844146,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,,
491708628,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,,
259056770,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,Neversoft Entertainment,T
408413907,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,Stormfront Studios,T
443780686,Tomb Raider,PS,1996,Action,Eidos Interactive,Core Design Ltd.,T
812567769,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,Nintendo,E
663954178,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,Bluepoint Games,T
550101340,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,,
490232336,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,Nintendo,E
295757265,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,Vicarious Visions,T
966152744,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,Next Level Games,E
134857589,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,Turn 10,E
377145387,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,,
615662925,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,EA Tiburon,E
679724795,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,Neversoft Entertainment,T
460220115,Pitfall!,2600,1981,Platform,Activision,,
274805729,Madden NFL 07,PS2,2006,Sports,Electronic Arts,EA Sports,E
308001206,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,343 Industries,T
896627147,Spider-Man: The Movie,PS2,2002,Action,Activision,Treyarch,E
638356026,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,,
524887971,Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,Infinity Ward,M
643574056,God of War,PS2,2005,Action,Sony Computer Entertainment,SCE Santa Monica,M
922868391,Splatoon,WiiU,2015,Shooter,Nintendo,Nintendo,E10+
476748100,Nintendo Land,WiiU,2012,Misc,Nintendo,Nintendo,E10+
409162696,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,Neversoft Entertainment,T
181268845,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,Konami,E
535519448,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,Bethesda Softworks,M
263559437,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,,
696480047,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,EA Canada,T
339020456,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+
704726968,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,High Moon Studios,M
578716693,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,Insomniac Games,M
544493565,Sonic the Hedgehog,GEN,1991,Platform,Sega,,
660940818,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,Square Enix,E10+
418221148,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,,
606064243,Super Mario 3D World,WiiU,2013,Platform,Nintendo,Nintendo,E
367881323,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,,
692869098,Asteroids,2600,1980,Shooter,Atari,,
427802897,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,High Moon Studios,M
826721741,FIFA 15,PS3,2014,Sports,Electronic Arts,EA Sports,E
511031752,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,Lionhead Studios,M
643842351,Namco Museum,GBA,2001,Misc,Namco Bandai Games,Mass Media,E
841954753,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,Rocksteady Studios,T
504845152,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,KCEJ,M
198851302,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,Ubisoft Montreal,M
268772305,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
236283163,FIFA 14,X360,2013,Sports,Electronic Arts,EA Canada,E
559315124,Daxter,PSP,2006,Platform,Sony Computer Entertainment,Ready at Dawn,E10+
322998837,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,,
665426859,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,EA Canada,E
264374306,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,"SCEE, Zoe Mode",E
957656593,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,Polyphony Digital,E
969784470,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,Ubisoft Montreal,M
413477441,FIFA 12,X360,2011,Sports,Electronic Arts,,
735207628,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,
535491398,Street Fighter IV,PS3,2009,Fighting,Capcom,Capcom,T
681280837,Excitebike,NES,1984,Racing,Nintendo,,
727863001,Frogger,PS,1997,Action,Hasbro Interactive,,
371142728,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,EA Sports,E
194390501,Half-Life,PC,1997,Shooter,Vivendi Games,Valve Software,M
411747789,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,,
622254106,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,,
613783849,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,,
871246743,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,Blizzard Entertainment,T
298874114,Battlefield 1,PS4,2016,Shooter,Electronic Arts,EA DICE,M
321497735,God of War II,PS2,2007,Action,Sony Computer Entertainment,SCE Santa Monica,M
556861549,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,Konami,E
633623557,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,Obsidian Entertainment,M
126257811,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,Turn 10,E
581647298,Carnival Games,Wii,2007,Misc,Take-Two Interactive,Cat Daddy Games,E
325956794,Watch Dogs,PS4,2014,Action,Ubisoft,Ubisoft Montreal,M
251068954,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,,
808734509,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,Namco,T
312924066,Far Cry 4,PS4,2014,Shooter,Ubisoft,Ubisoft Montreal,M
475317652,Star Fox 64,N64,1997,Shooter,Nintendo,,
972740331,Golf,NES,1984,Sports,Nintendo,,
785671320,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,Digital Eclipse,E10+
952484453,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,Valve Software,M
621112373,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,CD Projekt Red Studio,M
761036561,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,"Ubisoft, Ubisoft Montreal",M
826489126,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M
853362267,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,Nintendo,E10+
548752580,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
265567932,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,Level 5,E10+
296402621,Donkey Kong Land,GB,1994,Platform,Nintendo,,
321317557,EA Sports Active,Wii,2009,Sports,Electronic Arts,EA Canada,E
741412099,Tony Hawk's Underground,PS2,2003,Sports,Activision,Neversoft Entertainment,T
708371407,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,Capcom,T
262467754,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
234652757,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,Visual Concepts,E10+
348656341,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,Namco,T
881769976,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,,
881631918,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,Evolution Studios,T
293615184,Nintendogs + cats,3DS,2011,Simulation,Nintendo,,
394623647,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,KCET,E
165498399,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,"SCEA, Zindagi Games",E10+
327910682,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,,
572309374,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,,
615038990,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,Infinity Ward,M
698427098,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,"Nintendo, Namco Bandai Games",E
627321659,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,Massive Entertainment,M
209998594,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,Nintendo,E
